2025-09-21 00:00:00.204,192.168.1.20,198.51.100.53,63644,53,UDP,75,00:11:22:33:44:03,00:11:22:33:44:fe,,0.0
2025-09-21 00:00:00.267,192.168.1.15,198.51.100.20,62471,443,TCP,128,00:11:22:33:44:02,00:11:22:33:44:fe,0x0002,62.752
2025-09-21 00:00:00.320,192.168.1.10,198.51.100.1,,,ICMP,64,00:11:22:33:44:01,00:11:22:33:44:fe,,52.84
2025-09-21 00:00:00.464,198.51.100.10,192.168.1.10,443,57974,TCP,512,00:11:22:33:44:fe,00:11:22:33:44:01,0x0010,143.885
2025-09-21 00:00:00.486,203.0.113.5,192.168.1.10,443,45047,TCP,128,00:11:22:33:44:fe,00:11:22:33:44:01,0x0010,21.777
2025-09-21 00:00:00.750,198.51.100.20,192.168.1.15,443,43133,TCP,128,00:11:22:33:44:fe,00:11:22:33:44:02,0x0018,264.331
2025-09-21 00:00:00.783,192.168.1.20,198.51.100.10,51025,443,TCP,512,00:11:22:33:44:03,00:11:22:33:44:fe,0x0010,33.555
2025-09-21 00:00:00.837,192.168.1.15,198.51.100.10,44382,443,TCP,1500,00:11:22:33:44:02,00:11:22:33:44:fe,0x0010,53.581
2025-09-21 00:00:00.871,192.168.1.10,192.168.1.1,56234,53,UDP,78,00:11:22:33:44:01,00:11:22:33:44:fe,,34.144
2025-09-21 00:00:00.882,192.168.1.10,198.51.100.53,55784,53,UDP,106,00:11:22:33:44:01,00:11:22:33:44:fe,,10.51
2025-09-21 00:00:00.947,203.0.113.5,192.168.1.15,443,49837,TCP,1500,00:11:22:33:44:fe,00:11:22:33:44:02,0x0010,65.64
2025-09-21 00:00:00.985,192.168.1.15,198.51.100.10,48063,443,TCP,512,00:11:22:33:44:02,00:11:22:33:44:fe,0x0002,38.077
2025-09-21 00:00:01.024,192.168.1.20,192.168.1.1,50255,53,UDP,119,00:11:22:33:44:03,00:11:22:33:44:fe,,38.478
2025-09-21 00:00:01.088,192.168.1.10,203.0.113.50,54813,443,TCP,1420,00:11:22:33:44:01,00:11:22:33:44:fe,0x0018,64.235
2025-09-21 00:00:01.197,192.168.1.10,203.0.113.5,59806,443,TCP,1500,00:11:22:33:44:01,00:11:22:33:44:fe,0x0018,109.08
2025-09-21 00:00:01.304,198.51.100.10,192.168.1.20,443,44810,TCP,1024,00:11:22:33:44:fe,00:11:22:33:44:03,0x0018,106.655
2025-09-21 00:00:01.322,198.51.100.10,192.168.1.20,443,47613,TCP,1500,00:11:22:33:44:fe,00:11:22:33:44:03,0x0018,18.165
2025-09-21 00:00:01.487,192.168.1.20,198.51.100.20,54704,443,TCP,128,00:11:22:33:44:03,00:11:22:33:44:fe,0x0002,165.249
2025-09-21 00:00:01.593,192.168.1.10,198.51.100.10,59420,443,TCP,64,00:11:22:33:44:01,00:11:22:33:44:fe,0x0010,105.468
2025-09-21 00:00:01.640,198.51.100.53,192.168.1.20,53,53375,UDP,74,00:11:22:33:44:fe,00:11:22:33:44:03,,47.357
2025-09-21 00:00:01.643,198.51.100.10,192.168.1.20,443,49023,TCP,128,00:11:22:33:44:fe,00:11:22:33:44:03,0x0002,2.786
2025-09-21 00:00:01.666,192.168.1.10,203.0.113.5,49444,443,TCP,1500,00:11:22:33:44:01,00:11:22:33:44:fe,0x0010,22.667
2025-09-21 00:00:01.697,192.168.1.20,203.0.113.5,62841,443,TCP,512,00:11:22:33:44:03,00:11:22:33:44:fe,0x0010,31.763
2025-09-21 00:00:01.740,192.168.1.10,198.51.100.20,56236,443,TCP,128,00:11:22:33:44:01,00:11:22:33:44:fe,0x0010,42.254
2025-09-21 00:00:01.834,198.51.100.20,192.168.1.10,443,50214,TCP,64,00:11:22:33:44:fe,00:11:22:33:44:01,0x0010,94.071
2025-09-21 00:00:01.894,192.168.1.20,203.0.113.5,55011,443,TCP,512,00:11:22:33:44:03,00:11:22:33:44:fe,0x0018,59.874
2025-09-21 00:00:01.917,203.0.113.5,192.168.1.10,80,55807,TCP,64,00:11:22:33:44:fe,00:11:22:33:44:01,0x0010,23.952
2025-09-21 00:00:01.921,192.168.1.10,198.51.100.53,61979,53,UDP,73,00:11:22:33:44:01,00:11:22:33:44:fe,,3.891
2025-09-21 00:00:01.935,192.168.1.20,203.0.113.50,48835,443,TCP,1500,00:11:22:33:44:03,00:11:22:33:44:fe,0x0018,13.747
2025-09-21 00:00:01.957,203.0.113.50,192.168.1.10,80,49739,TCP,1024,00:11:22:33:44:fe,00:11:22:33:44:01,0x0002,22.322
2025-09-21 00:00:02.008,203.0.113.50,192.168.1.10,443,49372,TCP,512,00:11:22:33:44:fe,00:11:22:33:44:01,0x0002,50.399
2025-09-21 00:00:02.038,192.168.1.10,203.0.113.50,64338,443,TCP,64,00:11:22:33:44:01,00:11:22:33:44:fe,0x0002,30.27
2025-09-21 00:00:02.045,192.168.1.20,203.0.113.50,48912,80,TCP,1024,00:11:22:33:44:03,00:11:22:33:44:fe,0x0018,6.842
2025-09-21 00:00:02.099,203.0.113.50,192.168.1.20,443,64244,TCP,128,00:11:22:33:44:fe,00:11:22:33:44:03,0x0002,53.941
