2025-09-21 00:00:00.050,192.168.1.15,203.0.113.50,48845,80,TCP,1500,00:11:22:33:44:02,00:11:22:33:44:fe,0x0002,0.0
2025-09-21 00:00:00.127,198.51.100.20,192.168.1.10,80,41051,TCP,1024,00:11:22:33:44:fe,00:11:22:33:44:01,0x0010,76.931
2025-09-21 00:00:00.290,192.168.1.20,203.0.113.5,46967,443,TCP,1024,00:11:22:33:44:03,00:11:22:33:44:fe,0x0002,162.894
2025-09-21 00:00:00.311,203.0.113.5,192.168.1.20,443,64478,TCP,1420,00:11:22:33:44:fe,00:11:22:33:44:03,0x0010,20.515
2025-09-21 00:00:00.706,192.168.1.1,192.168.1.15,53,50695,UDP,74,00:11:22:33:44:fe,00:11:22:33:44:02,,394.94
2025-09-21 00:00:00.717,198.51.100.10,192.168.1.20,443,52608,TCP,1024,00:11:22:33:44:fe,00:11:22:33:44:03,0x0002,11.622
2025-09-21 00:00:00.771,198.51.100.10,192.168.1.20,80,62338,TCP,512,00:11:22:33:44:fe,00:11:22:33:44:03,0x0002,53.714
2025-09-21 00:00:00.794,192.168.1.10,203.0.113.5,56403,443,TCP,1420,00:11:22:33:44:01,00:11:22:33:44:fe,0x0018,23.162
2025-09-21 00:00:00.818,192.168.1.20,198.51.100.20,45008,443,TCP,128,00:11:22:33:44:03,00:11:22:33:44:fe,0x0002,23.63
2025-09-21 00:00:00.988,203.0.113.5,192.168.1.20,443,56010,TCP,512,00:11:22:33:44:fe,00:11:22:33:44:03,0x0010,170.442
2025-09-21 00:00:01.007,192.168.1.10,198.51.100.10,63983,443,TCP,64,00:11:22:33:44:01,00:11:22:33:44:fe,0x0002,18.372
2025-09-21 00:00:01.016,192.168.1.20,198.51.100.20,48685,443,TCP,1420,00:11:22:33:44:03,00:11:22:33:44:fe,0x0010,9.161
2025-09-21 00:00:01.192,198.51.100.20,192.168.1.20,443,63361,TCP,1500,00:11:22:33:44:fe,00:11:22:33:44:03,0x0002,176.257
2025-09-21 00:00:01.345,198.51.100.20,192.168.1.10,443,42098,TCP,1420,00:11:22:33:44:fe,00:11:22:33:44:01,0x0002,153.249
2025-09-21 00:00:01.362,192.168.1.20,192.168.1.1,56653,53,UDP,68,00:11:22:33:44:03,00:11:22:33:44:fe,,16.583
2025-09-21 00:00:01.493,192.168.1.10,198.51.100.53,65058,53,UDP,87,00:11:22:33:44:01,00:11:22:33:44:fe,,130.901
2025-09-21 00:00:01.578,203.0.113.50,192.168.1.20,443,47962,TCP,1024,00:11:22:33:44:fe,00:11:22:33:44:03,0x0018,85.667
2025-09-21 00:00:01.650,203.0.113.50,192.168.1.15,443,63890,TCP,1500,00:11:22:33:44:fe,00:11:22:33:44:02,0x0002,71.722
2025-09-21 00:00:01.685,192.168.1.10,198.51.100.20,46278,443,TCP,1024,00:11:22:33:44:01,00:11:22:33:44:fe,0x0018,34.347
2025-09-21 00:00:01.706,192.168.1.10,203.0.113.50,58033,443,TCP,1500,00:11:22:33:44:01,00:11:22:33:44:fe,0x0002,21.766
